budget,revenue,title,cast,director,runtime,genres,release_date,release_year
70000000,18662027,Legends of Oz: Dorothy's Return,Lea Michele|Dan Aykroyd|Patrick Stewart|Hugh Dancy|Jim Belushi,Dan St. Pierre,88,Animation|Music|Family,6/13/2013,2013
4900000,2159041,Austenland,Keri Russell|J. J. Feild|Bret McKenzie|Jennifer Coolidge|James Callis,Jerusha Hess,97,Comedy|Romance,8/15/2013,2013
6500000,2401510,The East,Brit Marling|Alexander SkarsgÃ¥rd|Ellen Page|Toby Kebbell|Shiloh Fernandez,Zal Batmanglij,116,Drama|Thriller,5/31/2013,2013
17000000,71625195,The Best Man Holiday,Terrence Howard|Harold Perrineau|Morris Chestnut|Sanaa Lathan|Taye Diggs,Malcolm D. Lee,123,Comedy,11/15/2013,2013
33000000,9494789,The Young and Prodigious T.S. Spivet,Kyle Catlett|Helena Bonham Carter|Judy Davis|Callum Keith Rennie|Niamh Wilson,Jean-Pierre Jeunet,105,Adventure|Drama|Family,10/16/2013,2013
250000,56825,The Canyons,Lindsay Lohan|Gus Van Sant|James Deen|Nolan Gerard Funk|Amanda Brooks,Paul Schrader,99,Thriller|Drama,7/29/2013,2013
15,122,Make Your Move,Derek Hough|BoA|Will Yun Lee|Izabella Miko|Miki Ishikawa,Duane Adler,110,Music,8/7/2013,2013
4000000,350006,The Face of Love,Annette Bening|Ed Harris|Robin Williams|Jess Weixler|Amy Brenneman,Arie Posin,92,Drama|Romance,10/25/2013,2013
10000000,653651,Parkland,Zac Efron|Billy Bob Thornton|Ron Livingston|Tom Welling|Paul Giamatti,Peter Landesman,94,History|Drama|Thriller|Mystery,10/2/2013,2013
5000000,15179302,The Last Exorcism Part II,Ashley Bell|Julia Garner|Andrew Sensenig|Spencer Treat Clark|Judd Lormand,Ed Gass-Donnelly,88,Horror|Thriller,2/28/2013,2013
6000000,1066471,What Maisie Knew,Alexander SkarsgÃ¥rd|Julianne Moore|Steve Coogan|Onata Aprile|Joanna Vanderham,Scott McGehee|David Siegel,93,Drama,5/2/2013,2013
35000000,27330000,Mandela: Long Walk to Freedom,Idris Elba|Naomie Harris|Tony Kgoroge|Riaad Moosa|Fana Mokoena,Justin Chadwick,141,Drama|History,12/6/2013,2013
12000000,100129872,Philomena,Judi Dench|Steve Coogan|Sophie Kennedy Clark|Mare Winningham|Barbara Jefford,Stephen Frears,98,Drama,11/1/2013,2013
10,11,Hross Ã­ oss,Ingvar Eggert SigurÃ°sson|Charlotte BÃ¸ving|Steinn Ãrmann MagnÃºsson|KristbjÃ¶rg Kjeld|Helgi BjÃ¶rnsson,Benedikt Erlingsson,85,Drama|Romance|Comedy,8/30/2013,2013
15000000,21766271,Diana,Naomi Watts|Naveen Andrews|Charles Edwards|Douglas Hodge|Lee Asquith-Coe,Oliver Hirschbiegel,113,Drama|Romance,9/19/2013,2013
7500000,1359910,Gimme Shelter,Vanessa Hudgens|Rosario Dawson|Brendan Fraser|Stephanie Szostak|James Earl Jones,Ron Krauss,101,Drama,10/17/2013,2013
18000000,10501938,Getaway,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne,Courtney Solomon,90,Action|Crime,8/29/2013,2013
1052753,466088,On the Job,Piolo Pascual|Gerald Anderson|Angel Aquino|Shaina Magdayao|Michael De Mesa,Erik Matti,120,Action|Crime,5/23/2013,2013
3000000,1675381,Nothing Left to Fear,Clancy Brown|James Tupper|Anne Heche|Ethan Peck|Jennifer Stone,Anthony Leonardi III,100,Horror,9/26/2013,2013
1200000,2861020,Home Run,Scott Elrod|Dorian Brown|Charles Henry Wyson|James Devoti|Nicole Leigh,David Boyd,114,Drama,4/19/2013,2013
58000000,44000000,The Internship,Owen Wilson|Vince Vaughn|Tiya Sircar|Rose Byrne|Josh Gad,Shawn Levy,119,Comedy,6/7/2013,2013
30000000,68129518,,Thomas Kretschmann|Yanina Studilina|Philippe Reinhardt|Heiner Lauterbach|Maria Smolnikova,Fyodor Bondarchuk,131,War|Action,10/9/2013,2013
19000000,381109762,Back to the Future,Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson,Robert Zemeckis,116,Adventure|Comedy|Science Fiction|Family,7/3/1985,1985
1000000,51525171,The Breakfast Club,Emilio Estevez|Anthony Michael Hall|Judd Nelson|Molly Ringwald|Paul Gleason,John Hughes,97,Comedy|Drama,2/15/1985,1985
20000000,18432000,Ladyhawke,Matthew Broderick|Rutger Hauer|Michelle Pfeiffer|Alfred Molina|Leo McKern,Richard Donner,121,Adventure|Fantasy,4/3/1985,1985
12305523,36230219,Mad Max Beyond Thunderdome,Mel Gibson|Tina Turner|Bruce Spence|Helen Buday|Angelo Rossitto,George Miller|George Ogilvie,107,Action|Adventure|Drama|Science Fiction,6/29/1985,1985
30000000,152427960,A View to a Kill,Roger Moore|Christopher Walken|Tanya Roberts|Grace Jones|Patrick Macnee,John Glen,131,Adventure|Action|Thriller,5/24/1985,1985
25000000,15502112,Legend,Tom Cruise|Mia Sara|Tim Curry|David Bennent|Alice Playten,Ridley Scott,114,Action|Adventure|Fantasy|Romance,7/19/1985,1985
19000000,61389680,The Goonies,Sean Astin|Josh Brolin|Jeff Cohen|Corey Feldman|Robert Davi,Richard Donner,114,Adventure|Comedy|Family,6/6/1985,1985
3000000,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,Robert Englund|Mark Patton|Kim Myers|Robert Rusler|Clu Gulager,Jack Sholder,87,Horror,11/1/1985,1985
44000000,300400432,Rambo: First Blood Part II,Sylvester Stallone|Richard Crenna|Charles Napier|Steven Berkoff|Julia Nickson,George P. Cosmatos,96,Action|Adventure|Drama|Thriller|War,5/21/1985,1985
31000000,128499205,Out of Africa,Meryl Streep|Robert Redford|Klaus Maria Brandauer|Michael Kitchen|Malick Bowens,Sydney Pollack,161,Drama,12/10/1985,1985
31000000,300473716,Rocky IV,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Brigitte Nielsen,Sylvester Stallone,91,Drama,11/21/1985,1985
25000000,21288692,The Black Cauldron,Grant Bardsley|Susan Sheridan|John Byner|Nigel Hawthorne|John Hurt,Ted Berman|Richard Rich,80,Animation,7/24/1985,1985
15000000,146292009,The Color Purple,Whoopi Goldberg|Margaret Avery|Danny Glover|Akosua Busia|Oprah Winfrey,Steven Spielberg,154,Drama,12/18/1985,1985
10000000,57500000,Commando,Arnold Schwarzenegger|Rae Dawn Chong|Dan Hedaya|Vernon Wells|James Olson,Mark L. Lester,90,Action|Adventure|Thriller,10/3/1985,1985
12500000,238227,King Solomon's Mines,Richard Chamberlain|Sharon Stone|Herbert Lom|John Rhys-Davies|Ken Gampu,J. Lee Thompson,100,Action|Adventure|Comedy,3/20/1985,1985
4000000,14237000,The Return of the Living Dead,Clu Gulager|James Karen|Don Calfa|Thom Mathews|John Philbin,Dan O'Bannon,91,Comedy|Horror,5/15/1985,1985
12000000,68706993,Witness,Harrison Ford|Kelly McGillis|Josef Sommer|Lukas Haas|Jan Rubes,Peter Weir,113,Crime|Drama|Romance|Thriller,2/8/1985,1985
9000000,24922237,Fright Night,Chris Sarandon|William Ragsdale|Amanda Bearse|Roddy McDowall|Stephen Geoffreys,Tom Holland,106,Horror|Thriller|Comedy,8/2/1985,1985
17900000,6948633,Red Sonja,"Arnold Schwarzenegger|Brigitte Nielsen|Sandahl Bergman|Paul L. Smith|Ernie Reyes, Jr.",Richard Fleischer,89,Adventure|Fantasy|Action,4/9/1985,1985
3500000,34000000,Day of the Dead,Lori Cardille|Terry Alexander|Joseph Pilato|Jarlath Conroy|Anthony Dileo Jr.,George A. Romero,102,Horror|Science Fiction,7/19/1985,1985
15000000,14643997,Clue: The Movie,Eileen Brennan|Tim Curry|Madeline Kahn|Christopher Lloyd|Michael McKean,Jonathan Lynn,94,Comedy|Thriller|Crime|Mystery,12/13/1985,1985
2200000,21930418,Friday the 13th: A New Beginning,Melanie Kinnaman|John Shepherd|Shavar Ross|Richard Young|Marco St. John,Danny Steinmann,92,Horror|Thriller,3/22/1985,1985
50000000,23717291,Santa Claus: The Movie,Dudley Moore|John Lithgow|David Huddleston|Burgess Meredith|Judy Cornwell,Jeannot Szwarc,108,Adventure|Comedy|Fantasy|Science Fiction|Family,10/29/1985,1985
15000000,10631333,The Purple Rose of Cairo,Mia Farrow|Jeff Daniels|Danny Aiello|Irving Metzman|Stephanie Farrow,Woody Allen,82,Fantasy|Comedy|Romance,3/1/1985,1985
25000000,96773200,The Jewel of the Nile,Michael Douglas|Kathleen Turner|Danny DeVito|Spiros FocÃ¡s|Avner Eisenberg,Lewis Teague,106,Action|Adventure|Comedy|Romance,12/4/1985,1985
900000,2023414,Re-Animator,Jeffrey Combs|Bruce Abbott|Barbara Crampton|David Gale|Robert Sampson,Stuart Gordon,86,Science Fiction|Comedy|Horror,10/18/1985,1985
9000000,20518905,Porky's Revenge,Dan Monahan|Wyatt Knight|Tony Ganios|Mark Herrier|Kaki Hunter,James Komack,92,Comedy,3/22/1985,1985
4500000,10609321,After Hours,Griffin Dunne|Rosanna Arquette|Verna Bloom|Tommy Chong|Linda Fiorentino,Martin Scorsese,97,Comedy|Thriller|Drama,9/13/1985,1985
6000000,40940662,Pee-wee's Big Adventure,Paul Reubens|E.G. Daily|Mark Holton|Diane Salinger|Judd Omen,Tim Burton,90,Adventure|Comedy|Family,7/26/1985,1985
20000000,45833132,Brewster's Millions,Richard Pryor|John Candy|Lonette McKee|Stephen Collins|Jerry Orbach,Walter Hill,97,Comedy,5/22/1985,1985
5000000,27400000,Desperately Seeking Susan,Madonna|Rosanna Arquette|Aidan Quinn|Mark Blum|Robert Joy,Susan Seidelman,104,Drama|Action|Comedy|Romance,3/29/1985,1985
9000000,7936012,Runaway Train,Jon Voight|Eric Roberts|Rebecca De Mornay|Kyle T. Heffner|John P. Ryan,Andrei Konchalovsky,111,Action|Thriller,11/15/1985,1985
25000000,11137801,Return to Oz,Fairuza Balk|Nicol Williamson|Piper Laurie|Jean Marsh|Justin Case,Walter Murch,113,Adventure|Fantasy|Science Fiction|Family,6/21/1985,1985
5000000,502758,Mishima: A Life in Four Chapters,Ken Ogata|GÃ´ RijÃ»|Masato Aizawa|Masayuki Shionoya|Hiroshi Mikami,Paul Schrader,121,Drama,5/15/1985,1985
3200000,10000000,Once Bitten,Jim Carrey|Lauren Hutton|Karen Kopins|Cleavon Little|Stuart Charno,Howard Storm,94,Horror|Comedy|Romance,11/15/1985,1985
10000000,25754284,The Last Dragon,Taimak|Julius Carry|Vanity|Christopher Murney|Faith Prince,Michael Schultz,108,Action|Adventure|Comedy|Drama,3/22/1985,1985
25000000,9873044,Explorers,Ethan Hawke|River Phoenix|Bobby Fite|Bradley Gregg|Georg Olden,Joe Dante,109,Adventure|Family|Fantasy|Romance|Science Fiction,7/12/1985,1985
19000000,12918858,Perfect,John Travolta|Jamie Lee Curtis|Marilu Henner|Laraine Newman|Jann Wenner,James Bridges,115,Drama|Romance,6/7/1985,1985
114,6700000,Into the Night,Jeff Goldblum|Michelle Pfeiffer|Stacey Pickren|Carmen Argenziano|Dan Aykroyd,John Landis,115,Comedy|Drama|Thriller,2/15/1985,1985
860000,2451545,My Beautiful Laundrette,Gordon Warnecke|Daniel Day-Lewis|Roshan Seth|Saeed Jaffrey|Derrick Branche,Stephen Frears,97,Drama,9/7/1985,1985
2410000,10755447,Missing in Action 2: The Beginning,Chuck Norris|Soon-Tek Oh|Steven Williams|Bennett Ohta|Cosie Costa,Lance Hool,100,Action|Adventure|War,3/1/1985,1985
150000000,895921036,Harry Potter and the Goblet of Fire,Daniel Radcliffe|Rupert Grint|Emma Watson|Ralph Fiennes|Michael Gambon,Mike Newell,157,Adventure|Fantasy|Family,11/5/2005,2005
150000000,374218673,Batman Begins,Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,Christopher Nolan,140,Action|Crime|Drama,6/14/2005,2005
180000000,748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",William Moseley|Anna Popplewell|Skandar Keynes|Georgie Henley|Liam Neeson,Andrew Adamson,143,Adventure|Family|Fantasy,12/7/2005,2005
54000000,132511035,V for Vendetta,Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt,James McTeigue,132,Action|Thriller|Fantasy,12/11/2005,2005
40000000,158733820,Sin City,Jessica Alba|Devon Aoki|Alexis Bledel|Powers Boothe|Rosario Dawson,Robert Rodriguez|Frank Miller|Quentin Tarantino,124,Action|Thriller|Crime,3/31/2005,2005
150000000,474968763,Charlie and the Chocolate Factory,Johnny Depp|Freddie Highmore|AnnaSophia Robb|Julia Winter|Helena Bonham Carter,Tim Burton,115,Adventure|Comedy|Family|Fantasy,7/9/2005,2005
113000000,850000000,Star Wars: Episode III - Revenge of the Sith,Ewan McGregor|Natalie Portman|Hayden Christensen|Ian McDiarmid|Samuel L. Jackson,George Lucas,140,Science Fiction|Adventure|Action,5/17/2005,2005
50000000,104478416,The Hitchhiker's Guide to the Galaxy,Martin Freeman|Zooey Deschanel|Sam Rockwell|Mos Def|John Malkovich,Garth Jennings,109,Adventure|Comedy|Family|Science Fiction,1/15/2005,2005
126000000,162949164,The Island,Ewan McGregor|Scarlett Johansson|Djimon Hounsou|Sean Bean|Steve Buscemi,Michael Bay,136,Action|Thriller|Science Fiction|Adventure,7/20/2005,2005
75000000,532680671,Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,Eric Darnell|Tom McGrath,86,Family|Animation,5/25/2005,2005
100000000,330579719,Fantastic Four,Ioan Gruffudd|Jessica Alba|Chris Evans|Michael Chiklis|Julian McMahon,Tim Story,106,Action|Adventure|Fantasy|Science Fiction,7/7/2005,2005
100000000,230427240,Constantine,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Francis Lawrence,121,Drama|Fantasy|Horror,2/15/2005,2005
40000000,285176741,Wedding Crashers,Owen Wilson|Vince Vaughn|Christopher Walken|Rachel McAdams|Isla Fisher,David Dobkin,119,Comedy|Romance,7/14/2005,2005
62000000,52304001,Ã†on Flux,Charlize Theron|Marton Csokas|Jonny Lee Miller|Sophie Okonedo|Caroline Chikezie,Karyn Kusama,93,Action|Science Fiction,11/30/2005,2005
56000000,113006880,The Pacifier,Vin Diesel|Lauren Graham|Faith Ford|Chris Potter|Brittany Snow,Adam Shankman,95,Action|Comedy|Drama|Family|Thriller,3/4/2005,2005
132000000,591739379,War of the Worlds,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,Steven Spielberg,116,Adventure|Thriller|Science Fiction,6/28/2005,2005
85000000,162242962,Memoirs of a Geisha,Zhang Ziyi|Gong Li|Youki Kudoh|Tsai Chin|Suzuka Ohgo,Rob Marshall,145,Drama|History|Romance,12/6/2005,2005
26000000,109449237,The 40 Year Old Virgin,Steve Carell|Catherine Keener|Paul Rudd|Romany Malco|Seth Rogen,Judd Apatow,116,Comedy|Romance,8/11/2005,2005
150000000,314432665,Chicken Little,Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris,Mark Dindal,81,Animation|Family|Comedy,11/4/2005,2005
70000000,368100420,Hitch,Will Smith|Eva Mendes|Kevin James|Amber Valletta|Julie Ann Emery,Andy Tennant,118,Comedy|Drama|Romance,2/10/2005,2005
32000000,85167639,Transporter 2,Jason Statham|Amber Valletta|Kate Nauta|Alessandro Gassman|FranÃ§ois BerlÃ©and,Louis Leterrier,87,Action|Thriller|Crime,8/2/2005,2005
25000000,122489822,Nanny McPhee,Emma Thompson|Colin Firth|Kelly Macdonald|Thomas Brodie-Sangster|Eliza Bennett,Kirk Jones,97,Fantasy|Comedy|Family,10/21/2005,2005
130000000,211643158,Kingdom of Heaven,Orlando Bloom|Eva Green|Jeremy Irons|Marton Csokas|Brendan Gleeson,Ridley Scott,144,Drama|Action|Adventure|History|War,5/3/2005,2005
43000000,154749918,Monster-in-Law,Jennifer Lopez|Jane Fonda|Michael Vartan|Wanda Sykes|Adam Scott,Robert Luketic,101,Comedy,5/13/2005,2005
207000000,550000000,King Kong,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks,Peter Jackson,187,Adventure|Drama|Action,12/14/2005,2005
53000000,95226116,Be Cool,John Travolta|Uma Thurman|Vince Vaughn|Cedric the Entertainer|AndrÃ© Benjamin,F. Gary Gray,118,Comedy|Crime,3/4/2005,2005
50000000,44434439,Into the Blue,Paul Walker|Jessica Alba|Scott Caan|Ashley Scott|Josh Brolin,John Stockwell,110,Action|Thriller|Adventure|Crime,9/30/2005,2005
28000000,121147947,Pride & Prejudice,Keira Knightley|Matthew Macfadyen|Rosamund Pike|Simon Woods|Donald Sutherland,Joe Wright,128,Drama|Romance,9/16/2005,2005
14000000,178043761,Brokeback Mountain,Heath Ledger|Jake Gyllenhaal|Randy Quaid|Michelle Williams|Anne Hathaway,Ang Lee,134,Drama|Romance,9/2/2005,2005
75000000,260696994,Robots,Robin Williams|Ewan McGregor|Halle Berry|Mel Brooks|Paula Abdul,Chris Wedge|Carlos Saldanha,91,Animation|Comedy|Family|Science Fiction,3/11/2005,2005
87000000,71073932,xXx: State of the Union,Ice Cube|Willem Dafoe|Samuel L. Jackson|Scott Speedman|Xzibit,Lee Tamahori,101,Action|Crime|Adventure,4/27/2005,2005
25000000,39053061,The Sisterhood of the Traveling Pants,Amber Tamblyn|Alexis Bledel|America Ferrera|Blake Lively|Jenna Boyd,Ken Kwapis,119,Drama|Comedy,6/1/2005,2005
110000000,478207520,Mr. & Mrs. Smith,Angelina Jolie|Brad Pitt|Vince Vaughn|Adam Brody|Kerry Washington,Doug Liman,120,Action|Comedy|Drama|Thriller,6/7/2005,2005
75000000,142400065,The Legend of Zorro,Antonio Banderas|Catherine Zeta-Jones|AdriÃ¡n Alonso Barona|Julio Oscar Mechoso|Nick Chinlund,Martin Campbell,129,Action|Adventure|Drama|Western,10/24/2005,2005
42000000,24127895,Lord of War,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,Andrew Niccol,122,Crime|Drama|Thriller,9/16/2005,2005
65000000,64321501,Zathura: A Space Adventure,Jonah Bobo|Josh Hutcherson|Dax Shepard|Tim Robbins|Frank Oz,Jon Favreau,101,Family|Fantasy|Science Fiction|Adventure,11/6/2005,2005
43000000,56681566,Elektra,Jennifer Garner|Goran Visnjic|Will Yun Lee|Cary-Hiroyuki Tagawa|Terence Stamp,Rob Bowman,97,Action,1/13/2005,2005
40000000,117195061,Corpse Bride,Johnny Depp|Helena Bonham Carter|Emily Watson|Tracey Ullman|Paul Whitehouse,Tim Burton|Mike Johnson,77,Romance|Fantasy|Animation|Music,9/9/2005,2005
30000000,192452832,The Curse of the Were-Rabbit,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|Nicholas Smith|Liz Smith,Steve Box|Nick Park,85,Adventure|Animation|Comedy|Family,9/4/2005,2005
70000000,88933562,Rumor Has It...,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins,Rob Reiner,97,Comedy,12/23/2005,2005
29000000,21126225,The Jacket,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,John Maybury,103,Drama|Mystery|Thriller|Fantasy,3/4/2005,2005
72000000,96889998,Jarhead,Jamie Foxx|Jake Gyllenhaal|Scott MacDonald|Lucas Black|Peter Sarsgaard,Sam Mendes,125,Drama|War,11/4/2005,2005
39000000,38869464,Serenity,Nathan Fillion|Gina Torres|Alan Tudyk|Morena Baccarin|Adam Baldwin,Joss Whedon,119,Science Fiction|Action|Adventure|Thriller,8/25/2005,2005
4000000,152925093,Saw II,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,Darren Lynn Bousman,92,Horror,10/28/2005,2005
58000000,102854431,Just Like Heaven,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Spybey-Waters|Ben Shenkman,Mark Waters,95,Comedy|Fantasy|Romance,9/16/2005,2005
50000000,66002004,Herbie Fully Loaded,Lindsay Lohan|Michael Keaton|Matt Dillon|Breckin Meyer|Justin Long,Angela Robinson,101,Comedy|Family|Adventure|Fantasy|Romance,6/18/2005,2005
57000000,52034889,Elizabethtown,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill,Cameron Crowe,123,Comedy|Drama|Romance,9/3/2005,2005
45000000,92374674,Four Brothers,Mark Wahlberg|Tyrese Gibson|AndrÃ© Benjamin|Garrett Hedlund|Terrence Howard,John Singleton,109,Action|Crime,8/11/2005,2005
4800000,80578934,Hostel,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|Barbara Nedeljakova|Jana Kaderabkova,Eli Roth,94,Horror,1/6/2005,2005
15000000,15785148,Kiss Kiss Bang Bang,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|Corbin Bernsen|Dash Mihok,Shane Black,103,Action|Comedy|Crime|Mystery,2/12/2005,2005
88000000,108539911,Cinderella Man,Russell Crowe|RenÃ©e Zellweger|Paul Giamatti|Craig Bierko|Paddy Considine,Ron Howard,144,Romance|Drama|History,6/2/2005,2005
15000000,85306374,Match Point,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Brian Cox|Penelope Wilton,Woody Allen,124,Drama|Thriller|Crime|Romance,5/12/2005,2005
15000000,51053787,Hoodwinked!,Anne Hathaway|Glenn Close|Jim Belushi|Patrick Warburton|Anthony Anderson,Cory Edwards|Todd Edwards|Tony Leech,80,Animation|Comedy|Family,12/16/2005,2005
25000000,122644820,Hide and Seek,Robert De Niro|Dakota Fanning|Famke Janssen|Elisabeth Shue|Amy Irving,John Polson,101,Horror|Mystery|Thriller,1/27/2005,2005
85000000,131426169,Bewitched,Nicole Kidman|Will Ferrell|Shirley MacLaine|Michael Caine|Jason Schwartzman,Nora Ephron,102,Comedy|Fantasy|Romance,6/21/2005,2005
60000000,55987321,Doom,Dwayne Johnson|Karl Urban|Rosamund Pike|Ben Daniels|Deobia Oparei,Andrzej Bartkowiak,100,Action|Adventure|Science Fiction|Thriller|Horror,10/20/2005,2005
60000000,129181830,Cheaper by the Dozen 2,Steve Martin|Eugene Levy|Bonnie Hunt|Tom Welling|Jonathan Bennett,Adam Shankman,94,Adventure|Comedy|Family,12/21/2005,2005
30000000,50451307,Fever Pitch,Drew Barrymore|Jimmy Fallon|Jason Spevack|Jack Kehler|Maureen Keiller,Bobby Farrelly|Peter Farrelly,103,Comedy|Drama|Romance,4/6/2005,2005
30000000,58405313,Must Love Dogs,Diane Lane|John Cusack|Elizabeth Perkins|Christopher Plummer|Dermot Mulroney,Gary David Goldberg,98,Comedy|Romance,7/21/2005,2005
20000000,7535331,Proof,Gwyneth Paltrow|Anthony Hopkins|Jake Gyllenhaal|Hope Davis|Danny McCarthy,John Madden,100,Drama|Mystery,9/5/2005,2005
80000000,162944923,The Interpreter,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,Sydney Pollack,128,Action,4/4/2005,2005
88000000,105316267,The Brothers Grimm,Heath Ledger|Matt Damon|Mackenzie Crook|Roger Ashton-Griffiths|Peter Stormare,Terry Gilliam,118,Adventure|Fantasy|Action|Comedy|Thriller,8/25/2005,2005
30000000,18618284,An Unfinished Life,Robert Redford|Jennifer Lopez|Morgan Freeman|Becca Gardner|Josh Lucas,Lasse HallstrÃ¶m,108,Drama,9/9/2005,2005
52000000,77944725,Hostage,Bruce Willis|Kevin Pollak|Jimmy Bennett|Michelle Horn|Ben Foster,Florent-Emilio Siri,113,Mystery|Drama|Thriller|Crime,3/9/2005,2005
50000000,110803676,The Dukes of Hazzard,Johnny Knoxville|Seann William Scott|Jessica Simpson|Willie Nelson|Burt Reynolds,Jay Chandrasekhar,104,Action|Adventure|Comedy,8/5/2005,2005
70000000,130358911,Munich,Eric Bana|Daniel Craig|CiarÃ¡n Hinds|Mathieu Kassovitz|Hanns Zischler,Steven Spielberg,164,Drama|Action|History|Thriller,12/22/2005,2005
19000000,144216468,The Exorcism of Emily Rose,Laura Linney|Tom Wilkinson|Campbell Scott|Jennifer Carpenter|Kenneth Welsh,Scott Derrickson,122,Crime|Drama|Horror|Thriller,9/9/2005,2005
6500000,24793509,Thank You for Smoking,Aaron Eckhart|Maria Bello|Cameron Bright|Adam Brody|Sam Elliott,Jason Reitman,92,Comedy|Drama,9/5/2005,2005
